Наименование	Штрихкод
Рингера-ацетат р-р д/инфузий 250мл бут.п/э 24 Ист-Фарм ЗАО РОССИЯ	4607094500322
Роксера таблетки п/пл/о 20мг №30 КРКА,д.д.,Ново место СЛОВЕНИЯ		
Ропивакаин Каби р-р д/инъекций 10мг/мл 10мл амп. №5 Фрезениус Каби Нордж АС НОРВЕГИЯ	4607085481548
Роцеферин порошок д/приг.р-ра д/в/в, в/м введения 1г фл. №1 Ф.Хоффманн-Ля Рош Лтд ШВЕЙЦАРИЯ		
Сальбутамол аэр.дозир.0,1мг/доза 200доз 12мл бал. №1 Биннофарм АО/ЗАО РОССИЯ		
Сандостатин р-р 0,1мг/мл амп. №5 Новартис Фарма Штейн  АГ ШВЕЙЦАРИЯ		
Свежезамороженная плазма * №1		
Севоран жидк.д/инг.250мл -фл.c сист.(Quik-Fil) №1 Эйсика Куинборо Лимитед Великобритания		
Сермион пор.д/ин.0,004 фл.N4 с р-лем №4 Фармация Италия С.п.А ИТАЛИЯ	4601955000099
Сибазон р-р д/в/в, в/м введения 5мг/мл 2мл амп. №5 Микроген НПО ФГУП (Вирион НПО) РОССИЯ		
Синтомицин линимент 10% 25г тубы №1 Нижфарм ОАО/АО РОССИЯ		
Сирдалуд таблетки 2мг №30 Новартис Саглик Гида ве Тарим Юрюнлери Санайи ве Тикарет А.С. ТУРЦИЯ		
Смекта пор.д/сусп.3,0  3,76 0 (ваниль) №10 Бофур Ипсен Индастри ФРАНЦИЯ	3665585002398
СМОФКабивен периферический эмульсия д/инф.1904мл конт.пласт."Биофин" 3-х камер №4 Фрезениус Каби АБ ШВЕЦИЯ		
Спазган р-р 0,5+2мг+0,02мг/мл амп.5мл №5 Вокхардт Лтд ИНДИЯ	4605501000076
Спазмалгон р-р д/в/м введения 500мг/мл+2мг/мл+0,02мг/мл 5мл амп.0 №10 Софарма АО БОЛГАРИЯ		
Спазмалгон таб.0,5+5мг+0,1мг №20 ФармахимХолдинг ЕАО, Софарма АО БОЛГАРИЯ		
Спазматон р-р д/в/в, в/м введения 500мг/мл+2мг/мл+0,02мг/мл 5мл 0 №10 Борисовский завод медпрепаратов ОАО БЕЛАРУСЬ		
Спазмекс 5мг таблетка №30 НеуказанаСтрана		
Спирт этиловый р-р 70% фл.100мл №1 Аптека РОССИЯ		
Стерофундин изотонический р-р д/инфузий 250мл фл.0 №1 Гематек ООО РОССИЯ		
Супракс гранулы д/приг.сусп.д/приема внутрь 100мг/5мл 30г фл/ложка доз. №1 Хикма Фармасьютикалс/Гедеон Рихтер-РУС Иордания-/Россия		
Супрастин р-р 0,02/мл амп. №5 Эгис АО фармацевтический завод ВЕНГРИЯ	5995327275024
Тавегил таблетки 1мг №20 Фамар Италия С.п.А ИТАЛИЯ		
Тамоксифен Гексал таблетки п/о 20мг №30 Салютас Фарма ГмбХ ГЕРМАНИЯ		
Таурин капли глазн.4% 10мл фл/кап. №1 Славянская аптека ООО РОССИЯ		
Тауфон капли глазн.4% фл.10мл №1		
Темпалгин таблетки п/о №20		
Техпластин-тест 100 определений * №100		
Тиамина хлорид р-р д/в/м введения 50мг/мл 1мл амп. №10 Ереванская химико-фармацевтическая фирма ОАО АРМЕНИЯ	4850001740025
Тиоктацид 600 Т р-р д/в/в 0,25мг/мл 24мл амп. №5 Хамельн Фармасьютикалс ГмбХ ГЕРМАНИЯ	4019338600208
Тобрекс капли глазные 0,3% 5мл фл/кап.пласт. №1 Алкон-Лабораторис Инк СОЕДИНЕННЫЕ ШТАТЫ		
Трамадол р-р д/ин.0,05/мл амп.2 мл №5 КРКА д.д. СЛОВЕНИЯ		
Транексам р-р д/в/в введения 50мг/мл 5мл амп. №10 Московский эндокринный завод ФГУП РОССИЯ	4601026307461
Транексамовая кислота р-р д/в/в введения 50мг/мл 5мл амп. №10		
Троксевазин * №1 Pharmachim Holding/NIHFI Eood БОЛГАРИЯ	4607141998102
Троксевазин * №1 Pharmachim Holding/NIHFI Eood БОЛГАРИЯ		
Уксусная кислота р-р, 5 % , 50 мл * №1		
Уксусной к-ты р-р 5% 5мл р-р №1		
Ультравист р-р 300мг йода/мл фл.50мл №1 Байер Шеринг Фарма АГ ГЕРМАНИЯ		
Ультравист р-р 370мг йода/мл фл.50мл №1 Байер Шеринг Фарма АГ ГЕРМАНИЯ		
Феназепам р-р д/в/в, в/м введения 1мг/мл 1мл амп №10 Новосибхимфарм АО/ОАО РОССИЯ	4602212005697
Феназепам таблетки 1мг №50 Мосхимфармпрепараты им.Н.А.Семашко ОАО РОССИЯ		
Феназепам таблетки 250мг №10 Валента Фармацевтика ПАО/АО РОССИЯ		
Фентанил р-р д/в/в, в/м введения 50мкг/мл 2мл амп.0 №10 Московский эндокринный завод ФГУП РОССИЯ		
Феррум Лек (р-р) р-р д/в/м введ.0,05/мл 2мл амп. №5 Лек д.д. СЛОВЕНИЯ	3838957872305
Феррум Лек (р-р) р-р д/в/м введ.0,05/мл 2мл амп. №50 Лек д.д. СЛОВЕНИЯ		
Физиотенз таблетки п/пл/о 0,2мг №14 Роттендорф Фарма ГмбХ ГЕРМАНИЯ	4620011582072
Физиотенз таблетки п/пл/о 0,2мг №28 Роттендорф Фарма ГмбХ ГЕРМАНИЯ		
Физиотенз таблетки п/пл/о 0,4мг №14 Роттендорф Фарма ГмбХ ГЕРМАНИЯ		
Финлепсин ретард таблетки пролонг.д-я 200мг №50 Тева Оперейшнс Поланд Сп.з о.о. ПОЛЬША		
Фламадекс р-р д/в/в, в/м введения 25мг/мл  2мл амп. №5 Сотекс ФармФирма ЗАО РОССИЯ	4605964004956
Флоксал капли глазные 0,3% 5мл фл./кап. №1		
Флуимуцил р-р д/ин. и инг.0,1/мл 3мл. амп.N5 №1		
Фолиевая кислота таблетки 1мг №50 Валента Фармацевтика ОАО РОССИЯ		
Формалин 1л * №1 Ретиноиды ФНПП ЗАО РОССИЯ		
Фортранс порошок д/приг.р-ра д/приема внутрь 64г пакет №4 Бофур Ипсен Индастри ФРАНЦИЯ	3665585002817
Фосфалюгель гель д/приема внутрь 16г пакетики [саше] N20 №20 Фарматис ФРАНЦИЯ		
Фосфалюгель гель д/приема внутрь 16г пакетики [саше] N20 №20 Фарматис ФРАНЦИЯ		
Фраксипарин р-р д/п/к введения 9500МЕ анти-Ха/мл 0,3мл шприцы 0 №1 Глаксо Вэллком Продакшен ФРАНЦИЯ		
Фторурацил Эбев 50мг/мл 20 мл * №1		
Фурамаг капсулы 50мг №30 Олайнфарм АО ЛАТВИЯ		
Фурацилин р-р д/местн.и наружного прим.0,02% 200мл бут. №1 Дальхимфарм ОАО РОССИЯ		
Фуросемид р-р д/в/в, в/м введения 10мг/мл 2мл амп.0 №1 Мосхимфармпрепараты им.Н.А.Семашко ОАО РОССИЯ		
Химотрипсин пор.лиоф.0,01 фл.0 №10 Самсон-Мед ООО РОССИЯ		
Хлоргексидин р-р 1% р-р 200 мл., штука НеуказанаСтрана		
Хлоргексидин р-р д/наружн.прим.[спиртовой] 0,5% 100мл фл. №1 Кемеровская фармацевтическая фабрика ОАО РОССИЯ		
ХуМоГ лиофилизат д/приг./р-ра д/в/м, п/к введения  75ФСГ+75МЕ ЛГ фл./в компл.с растворителем (амп.1мл) №1 Бхарат Сирамс энд Ваксинс Лимитед ИНДИЯ		
Целебрекс капсулы 200мг №30 Серл отделение Монсанто плс Великобритания		
Цераксон р-р д/в/в, в/м введения 500мг/4мл амп.N5 №1 Феррер Интернасьионал С.А. ИСПАНИЯ		
Церебролизин р-р д/инъекций 10мл амп. №5 Эвер Нейро Фарма ГмбХ АВСТРИЯ	9088880087886
Церепро р-р д/в/в, в/м введения 250мг/мл 4мл амп. №3 Верофарм ОАО РОССИЯ	4607083721899
Церепро р-р д/в/в, в/м введения 250мг/мл 4мл амп. №5 Верофарм ОАО РОССИЯ	4607083721905
Церукал р-р д/в/в, в/м введения 5мг/мл 2мл амп. №10 Тева Израиль	4030096118415
Цетротид лиоф.д/п/к введ. 0,25мг фл.N7 компл. №7 Бакстер Онкология ГмбХ ГЕРМАНИЯ		
Цефекон Д суппозитории ректальные [для детей] 100мг №10 Нижфарм ОАО/АО РОССИЯ		
Цефотаксим, порошок для приготовления раствора для в/в и в/м, 1 г, флакон НеуказанаСтрана		
Цефтазидим порошок д/приг.р-ра д/в/в, в/м введения 1000мг фл. №1 Красфарма ОАО/ПАО РОССИЯ	4602521005548
Цефтриаксон порошок д/приг.р-ра д/в/в, в/м введения 1000мг фл. №1 Биосинтез ОАО РОССИЯ	4602884011729
Цефтриаксон порошок д/приг.р-ра д/в/в, в/м введения 1г фл.№20 №20 Белмедпрепараты РУП БЕЛАРУСЬ	4810133009377
Цианокобаламин * 200 мг/мл №10 Дальхимфарм ОАО г.Хабаровск РОССИЯ	4602824000578
Цианокобаламин р-р 500мкг амп.1мл 0 №1 Дальхимфарм ОАО г.Хабаровск РОССИЯ		
Цианокобаламин р-р №1 Дальхимфарм ОАО г.Хабаровск РОССИЯ		
Ципролет капли глазные 0,3% 5мл фл. №1 Dr.Reddy`s/Биомед Индия/Россия		
